company,position,location,full_text,details
Zoom,"Senior Machine Learning Engineer, Search and Discovery","Missouri, United States","Senior Machine Learning Engineer, Search and Discovery, Zoom, Missouri, United States, Remote, Hide job, 1 connection works here, Promoted, 7 applicants","Work Styles at Zoom

In most cases, you will have the opportunity to choose your preferred working location from the following options when you join Zoom: in-person, hybrid or remote. Visit this page for more information about Zoom's Workstyles.

About Us

Zoomies help people stay connected so they can get more done together. We set out to build the best video product for the enterprise, and today help people communicate better with products like Zoom Contact Center, Zoom Phone, Zoom Events, Zoom Apps, Zoom Rooms, and Zoom Webinar.

We’re problem-solvers, working at a fast pace to design solutions with our customers and users in mind. Here, you’ll work across teams to deliver impactful projects that are changing the way people communicate and enjoy opportunities to advance your career in a diverse, inclusive environment.

Zoom helps people stay connected so they can get more done together. From meetings, chat, phone, and webinars to conference room systems and online events, Zoom powers all your communication needs. Our secure, reliable video platform offers a high-quality experience that is easy to manage, use, and customize.

Our Search and Discovery team makes it easy for users to navigate and discover relevant information easily in Zoom’s platform to promote efficient collaboration in the working environment.

We are looking for aspiring and ambitious machine learning engineers who can thrive in a fast-paced agile environment and work cross functionally across teams in the company. Our team is developing the next generation of communication technology that redefines the industry. This position involves working with large amount of data and building machine learning models into production with high user privacy guarantees in place.

As a Senior Machine Learning Engineer on the Search and Discovery team, you will:
Design, develop and build machine learning models for a world-class information search and discovery platform serving all zoom users
Utilize instrumentation and experimentation techniques to predict, measure and optimize user’s search and discovery experience
Work with massive data and build pipelines to process data at scale
Productize cutting-edge machine learning technologies to scalable and reliable services
Produce bullet-proof code that is robust, efficient and maintainable using the language you master
Coach and mentor junior engineers on the team
Requirements
MS or PhD degree in Machine Learning, Statistics, Computer Science or other Quantitative fields
3+ years relevant experience in Algorithms, Machine Learning, Artificial Intelligence, Distributed Systems, Data Science and Statistics
Deep technical knowledge and expertise in at least two of the following fields: supervised and unsupervised machine learning, recommender system, language model and graph learning
Proven track records in the field of Machine Learning & Algorithms to ship machine learning algorithms into high-quality products and services
Experience in working with massive datasets, and building machine learning and data pipelines with high engineering standards (e.g., scalability, reliability and maintainability)
Experience in cross functional communications in a dynamic and highly collaborative environment
Experience in software development using a general-purpose programming language (eg Python, Java, C/C++ etc)
We believe that the unique contributions of all Zoomies is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. Zoom is proud to be an equal opportunity workplace and is an affirmative action employer. All your information will be kept confidential according to EEO guidelines.

We welcome people of different backgrounds, experiences, abilities and perspectives including qualified applicants with arrest and conviction records and any qualified applicants requiring reasonable accommodations in accordance with the law. If you need any assistance or accommodations due to a medical condition, or if you need assistance accessing our website or completing the application process, please let us know by emailing us at careers@zoom.us.

Zoom requires all U.S. employees who will work in person at a Zoom office, attend in-person Zoom meetings or have in-person customer meetings to be fully vaccinated. Zoom will consider requests for reasonable accommodations for religious or medical reasons as required under applicable law.

At Zoom, we care about our employees, their families, and their well-being. As part of our award-winning workplace culture and commitment to delivering happiness, our benefits program offers a variety of perks, benefits, and options to help employees maintain their physical, mental, emotional, and financial health; support work-life balance; and contribute to their community in meaningful ways. To view our benefits, click here.

Explore Zoom
Hear from our leadership team
Browse Awards and Employee Reviews on Comparably
Visit our Blog
Zoom with us!
Find us on social at the links below and on Instagram
View more jobs, sign up for job alerts and join our talent community. Visit the Zoom careers site."
Amazon Web Services (AWS),"Data Scientist, WWRO Data Products","Seattle, WA","Data Scientist, WWRO Data Products, Amazon Web Services (AWS), Seattle, WA, Hide job, 17 connections work here, Promoted, 16 applicants","Job Summary

DESCRIPTION

Join us in building on AWS, for AWS!

Amazon Web Services (AWS) provides companies of all sizes with an infrastructure web services platform in the cloud (“Cloud Computing”). With AWS you can requisition compute power, storage, and many other services – gaining access to a suite of elastic IT infrastructure services as your business demands them. AWS is the leading platform for designing and developing applications for the cloud and is growing rapidly with hundreds of thousands of companies in over 190 countries on the platform.

Developers all over the world rely on our storage, compute, and virtualized services. Our success depends on our world-class selling and field teams, and these teams rely on the Worldwide Revenue Operations (WWRO) team to power their activities. We’re handling massive scale, providing data that drives the AWS business internally, and delivering products and services to help our Amazon Web Service selling teams, marketing groups, and customers.

We’re looking for a Data Scientist to design and deliver solutions that combine machine learning, human-in-the-loop input, and distributed big data technologies. We're building a cutting-edge data platform to enable us to arm our field teams with the actionable intelligence needed to engage and serve every possible AWS customer in the world, to the fullest.

This position may be based in Seattle, WA; Jersey City, NJ; Boston, MA; Arlington, VA.

Key job responsibilities
Design solutions to complex and ambiguous data challenges, starting from first principles
Apply Machine Learning to solve data problems, such as record matching, at scale
Leverage company data from third-party sources in combination with internal AWS data to develop quantitative models answering critical business questions
Build human-in-the-loop workflows, to complement and augment ML solutions
Work with AWS machine learning and big data technologies such as Amazon Sagemaker, EMR, S3, DynamoDB, Lambda, and more
Experiment and explore new technologies to create innovative solutions
Use Natural Language Processing to derive insights from unstructured sources like public company regulatory filings and annual reports
About The Team

Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and we host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Our team also puts a high value on work-life balance. Striking a healthy balance between your personal and professional life is crucial to your happiness and success here, which is why we aren’t focused on how many hours you spend at work or online. Instead, we’re happy to offer a flexible schedule so you can have a more productive and well-balanced life—both in and outside of work.


Basic Qualifications
Masters's degree in a quantitative field (Data Science, Statistics, Mathematics, Computer Science, Engineering)
3+ years of industry experience in data science and machine learning
Proficiency in Python or modern scripting languages, with the ability to write clear, concise, explainable, testable, production-ready code
Strong written and verbal communication skills, with experience engaging and influencing senior leaders
Preferred Qualifications
PhD in a quantitative field
Demonstrated track-record using the scientific method to solve real-world problems by forming hypotheses and testing them through well-documented and reproducible experiments
Experience applying statistical and machine learning models to large datasets
Experience with AWS technologies like Glue, Redshift, EMR, S3, EC2, Kinesis, Lambda, and IAM roles and permissions
Familiarity with Apache Spark development, either PySpark or Scala
Experience applying Natural Language Processing (NLP) algorithms and approaches to complex, unstructured textual data sources to derive insights
Ability to effectively articulate technical challenges and solutions
Ability to work with ambiguous/undefined problems; ability to think abstractly
Maturity, judgment, negotiation/influence skills, analytical skills, and leadership skills
Meets/exceeds Amazon’s leadership principles requirements for this role
Meets/exceeds Amazon’s functional/technical depth and complexity for this role
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon Web Services, Inc.

Job ID: A2061243"
Apple,"AI/ML - Machine Learning Engineer, Machine Translation","Seattle, WA","AI/ML - Machine Learning Engineer, Machine Translation, Apple, Seattle, WA, $120K/yr - $158K/yr (LinkedIn est.), Hide job, 9 connections work here, 2 weeks ago","Summary

Do you want to work with us on the next revolution in human-computer interaction? The Apple machine translation team is building the groundbreaking technology that enables connecting people across language barriers. We are looking for exceptional Software Engineers passionate about delighting customer’s experience and pushing the envelope on Machine Learning, Embedded and Distributed Computing.


Come join us in Seattle, New York, or Aachen in Germany!

Key Qualifications

Passionate about creating phenomenal products and improving end user experience

In-depth development experience with C/C++ (or another statically typed language)

Experience in modern software design and programming

Experience in Python or other scripting languages

Familiarity with machine learning techniques, including deep learning frameworks such as PyTorch or TensorFlow, is a plus

Experience implementing numerical (e.g. linear algebra) computations, using appropriate libraries, is a plus.

Description

You will be a part of a team that is responsible for a wide variety of language technologies related research and development activities. You will primarily be responsible for developing our translation engine that enable users to have conversations across language barriers.


To succeed in this role, you are a strong programmer and a creative problem solver, who enjoys learning new things.


You will possess strong skills in software design and programming. You are passionate about developing new features, maintaining existing code, fixing bugs, and contributing to overall system design. You are a great teammate who thrives in a dynamic environment with rapidly changing priorities.

Education & Experience

B.S. or M.S. in Computer Science or related field with 2+ years of industrial working experience

Role Number: 200334360"
SynergisticIT,Entry Level Data Scientist,"Tempe, AZ","Entry Level Data Scientist, SynergisticIT, Tempe, AZ, On-site, Hide job, You have a preferred skill badge, 1 month ago, 6 applicants","At SynergisticIT, we aim to bring aboard IT professionals to help them build a rewarding career in cutting-edge technologies. Being in the industry for more than 10 years, we provide a splendid range of lucrative opportunities to sustain a position in our top tech clients like Google, Apple, Cognizant, Client, PayPal, to name a few.

Our seasoned team firmly believes that the new tech talent can scale any business if given the right opportunity. We value your integrity, hard work, and commitment to make a difference in the technical sphere. For this reason, we focus on providing end-to-end career assistance and enhancing your already existing IT skills and knowledge.

Currently, we are looking for qualified entry-level Data Scientists who can apply Data Science principles to design, test, implement, and develop data-based solutions, including reporting, auditing, and preparing large databases for statistical analysis.

Minimum Background And Qualifications Requirement
Bachelor's degree or Master's degree in Computer Engineering, Computer Science, Mathematics, Electrical Engineering, Information Systems, or IT
Must have Mathematics or Statistics background
Technical and Soft Skills Required
Experience in Python programming and understanding of the software development life cycle.
Knowledge of Linear Algebra, Statistics, and Mathematics concepts.
Excellent written and verbal communication skills.
Highly motivated, self-learner, team player, and technically inquisitive.
Strong work ethics and creative problem-solving abilities.
Preferred skills
Deep Learning
Data visualization
NLP
Scala
Django
Roles and Responsibilities
Collaborate with dynamic teams of engineers, developers, and scientists who research and integrate algorithms to develop an application, software, and computer system solutions to address complex data problems.
Assess project requirements and develop data analysis algorithms.
Engage developers to share their opinions, knowledge, and recommendations to meet the deliverables.
Contribute to technical solutions and implement software analyses to unlock the secrets held by big data sets.
Integrate components like web-based UI, commercial indexing products, and access control mechanisms to create operational information and knowledge discovery systems.
Benefits
Competitive salary
Flexible work schedule & part-time off
E-verified
No relocation
H1B filing
On job technical support
Skill Enhancement
Opportunity to work with Fortune 500 Companies
Who Should Apply?

Recent IT graduates looking to build a solid career in the tech industry. If you're lured by the endless possibilities presented by AI, Machine Learning, IoT, and Data Science, this job opportunity can be the right career path for you.

Candidate's Outcome : https://www.synergisticit.com/candidate-outcomes/

No third-party candidates or c2c candidates

If you are interested, please apply to the posting.

No phone calls please, Shortlisted candidates would be reached out."
Zoom,"Senior Machine Learning Engineer, Search and Discovery",United States,"Senior Machine Learning Engineer, Search and Discovery, Zoom, United States, Remote, Hide job, You have a preferred skill badge, Promoted, 12 applicants","Work Styles at Zoom

In most cases, you will have the opportunity to choose your preferred working location from the following options when you join Zoom: in-person, hybrid or remote. Visit this page for more information about Zoom's Workstyles.

About Us

Zoomies help people stay connected so they can get more done together. We set out to build the best video product for the enterprise, and today help people communicate better with products like Zoom Contact Center, Zoom Phone, Zoom Events, Zoom Apps, Zoom Rooms, and Zoom Webinar.

We’re problem-solvers, working at a fast pace to design solutions with our customers and users in mind. Here, you’ll work across teams to deliver impactful projects that are changing the way people communicate and enjoy opportunities to advance your career in a diverse, inclusive environment.

Zoom helps people stay connected so they can get more done together. From meetings, chat, phone, and webinars to conference room systems and online events, Zoom powers all your communication needs. Our secure, reliable video platform offers a high-quality experience that is easy to manage, use, and customize.

Our Search and Discovery team makes it easy for users to navigate and discover relevant information easily in Zoom’s platform to promote efficient collaboration in the working environment.

We are looking for aspiring and ambitious machine learning engineers who can thrive in a fast-paced agile environment and work cross functionally across teams in the company. Our team is developing the next generation of communication technology that redefines the industry. This position involves working with large amount of data and building machine learning models into production with high user privacy guarantees in place.

As a Senior Machine Learning Engineer on the Search and Discovery team, you will:
Design, develop and build machine learning models for a world-class information search and discovery platform serving all zoom users
Utilize instrumentation and experimentation techniques to predict, measure and optimize user’s search and discovery experience
Work with massive data and build pipelines to process data at scale
Productize cutting-edge machine learning technologies to scalable and reliable services
Produce bullet-proof code that is robust, efficient and maintainable using the language you master
Coach and mentor junior engineers on the team
Requirements
MS or PhD degree in Machine Learning, Statistics, Computer Science or other Quantitative fields
3+ years relevant experience in Algorithms, Machine Learning, Artificial Intelligence, Distributed Systems, Data Science and Statistics
Deep technical knowledge and expertise in at least two of the following fields: supervised and unsupervised machine learning, recommender system, language model and graph learning
Proven track records in the field of Machine Learning & Algorithms to ship machine learning algorithms into high-quality products and services
Experience in working with massive datasets, and building machine learning and data pipelines with high engineering standards (e.g., scalability, reliability and maintainability)
Experience in cross functional communications in a dynamic and highly collaborative environment
Experience in software development using a general-purpose programming language (eg Python, Java, C/C++ etc)
We believe that the unique contributions of all Zoomies is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. Zoom is proud to be an equal opportunity workplace and is an affirmative action employer. All your information will be kept confidential according to EEO guidelines.

We welcome people of different backgrounds, experiences, abilities and perspectives including qualified applicants with arrest and conviction records and any qualified applicants requiring reasonable accommodations in accordance with the law. If you need any assistance or accommodations due to a medical condition, or if you need assistance accessing our website or completing the application process, please let us know by emailing us at careers@zoom.us.

Zoom requires all U.S. employees who will work in person at a Zoom office, attend in-person Zoom meetings or have in-person customer meetings to be fully vaccinated. Zoom will consider requests for reasonable accommodations for religious or medical reasons as required under applicable law.

At Zoom, we care about our employees, their families, and their well-being. As part of our award-winning workplace culture and commitment to delivering happiness, our benefits program offers a variety of perks, benefits, and options to help employees maintain their physical, mental, emotional, and financial health; support work-life balance; and contribute to their community in meaningful ways. To view our benefits, click here.

Explore Zoom
Hear from our leadership team
Browse Awards and Employee Reviews on Comparably
Visit our Blog
Zoom with us!
Find us on social at the links below and on Instagram
View more jobs, sign up for job alerts and join our talent community. Visit the Zoom careers site."
Zoom,"Senior Machine Learning Engineer, Search and Discovery","Washington, United States","Senior Machine Learning Engineer, Search and Discovery, Zoom, Washington, United States, Remote, Hide job, 1 connection works here, Promoted, 11 applicants","Work Styles at Zoom

In most cases, you will have the opportunity to choose your preferred working location from the following options when you join Zoom: in-person, hybrid or remote. Visit this page for more information about Zoom's Workstyles.

About Us

Zoomies help people stay connected so they can get more done together. We set out to build the best video product for the enterprise, and today help people communicate better with products like Zoom Contact Center, Zoom Phone, Zoom Events, Zoom Apps, Zoom Rooms, and Zoom Webinar.

We’re problem-solvers, working at a fast pace to design solutions with our customers and users in mind. Here, you’ll work across teams to deliver impactful projects that are changing the way people communicate and enjoy opportunities to advance your career in a diverse, inclusive environment.

Zoom helps people stay connected so they can get more done together. From meetings, chat, phone, and webinars to conference room systems and online events, Zoom powers all your communication needs. Our secure, reliable video platform offers a high-quality experience that is easy to manage, use, and customize.

Our Search and Discovery team makes it easy for users to navigate and discover relevant information easily in Zoom’s platform to promote efficient collaboration in the working environment.

We are looking for aspiring and ambitious machine learning engineers who can thrive in a fast-paced agile environment and work cross functionally across teams in the company. Our team is developing the next generation of communication technology that redefines the industry. This position involves working with large amount of data and building machine learning models into production with high user privacy guarantees in place.

As a Senior Machine Learning Engineer on the Search and Discovery team, you will:
Design, develop and build machine learning models for a world-class information search and discovery platform serving all zoom users
Utilize instrumentation and experimentation techniques to predict, measure and optimize user’s search and discovery experience
Work with massive data and build pipelines to process data at scale
Productize cutting-edge machine learning technologies to scalable and reliable services
Produce bullet-proof code that is robust, efficient and maintainable using the language you master
Coach and mentor junior engineers on the team
Requirements
MS or PhD degree in Machine Learning, Statistics, Computer Science or other Quantitative fields
3+ years relevant experience in Algorithms, Machine Learning, Artificial Intelligence, Distributed Systems, Data Science and Statistics
Deep technical knowledge and expertise in at least two of the following fields: supervised and unsupervised machine learning, recommender system, language model and graph learning
Proven track records in the field of Machine Learning & Algorithms to ship machine learning algorithms into high-quality products and services
Experience in working with massive datasets, and building machine learning and data pipelines with high engineering standards (e.g., scalability, reliability and maintainability)
Experience in cross functional communications in a dynamic and highly collaborative environment
Experience in software development using a general-purpose programming language (eg Python, Java, C/C++ etc)
We believe that the unique contributions of all Zoomies is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. Zoom is proud to be an equal opportunity workplace and is an affirmative action employer. All your information will be kept confidential according to EEO guidelines.

We welcome people of different backgrounds, experiences, abilities and perspectives including qualified applicants with arrest and conviction records and any qualified applicants requiring reasonable accommodations in accordance with the law. If you need any assistance or accommodations due to a medical condition, or if you need assistance accessing our website or completing the application process, please let us know by emailing us at careers@zoom.us.

Zoom requires all U.S. employees who will work in person at a Zoom office, attend in-person Zoom meetings or have in-person customer meetings to be fully vaccinated. Zoom will consider requests for reasonable accommodations for religious or medical reasons as required under applicable law.

At Zoom, we care about our employees, their families, and their well-being. As part of our award-winning workplace culture and commitment to delivering happiness, our benefits program offers a variety of perks, benefits, and options to help employees maintain their physical, mental, emotional, and financial health; support work-life balance; and contribute to their community in meaningful ways. To view our benefits, click here.

Explore Zoom
Hear from our leadership team
Browse Awards and Employee Reviews on Comparably
Visit our Blog
Zoom with us!
Find us on social at the links below and on Instagram
View more jobs, sign up for job alerts and join our talent community. Visit the Zoom careers site."
Amazon,NLP Data Scientist,"Pittsburgh, PA","NLP Data Scientist, Amazon, Pittsburgh, PA, Hide job, 53 connections work here, Promoted","Job Summary

DESCRIPTION

Amazon is looking for Natural Language Processing Data Scientists/Computational Linguists with experience in Machine Translation (MT) and/or Natural Language Processing (NLP) to help us expand our MT and NLP technology.

Amazon’s International Search team owns defining and delivering Amazon’s cutting-edge Search and Machine Translation initiatives to customers and cultures across multiple regions. We do this by developing our own customer-facing features, services and platforms based on customer needs, and through partnerships with Amazon technical teams.

You will work with the largest online retail search application in the world, both in terms of users, catalog size, and computing resources, and your work will directly impact millions of our customers. You will collaborate with recognized experts in business, science and engineering.

Our mission is to enable a superior experience for all of Amazon’s customers in their native language by developing and deploying state-of-the art technology and applications in Machine Translation (MT), Natural Language Processing (NLP) and Machine Learning (ML). The global scale of Amazon means true big data problems, big data opportunities, and building for global customers. Machine Translation allows Amazon to reach people in their preferred language. We are a team tackling the tough language problems that general-purpose MT cannot solve.

As part of our cross-functional MT research & development team, you will work on developing, deploying, maintaining, and supporting our fleet of Machine Translation engines, particularly focused on Search. You will experiment with training data manipulation, multi-arc systems, error analysis, evaluation techniques, and modeling innovations in the MT space. Your linguistic expertise will help guide the team’s work to smart approaches to a wide variety of languages. Your work will directly impact millions of our customers in the form of products and services that make use of our MT and NLP technology. You will gain hands-on experience with Amazon’s heterogeneous language data sources and large-scale computing resources to accelerate advances in MT and NLP.

Key job responsibilities
Drive linguistic and NLP exploration and innovation for MT improvements
Train and evaluate neural MT models
Analyze the accuracy and performance of MT models and drive testing techniques
Assist in deploying, maintaining, and supporting Amazon's fleet of dedicated MT systems in production
Design data-processing workflows to collect, analyze and prepare large natural language data sets
Conduct large-scale A/B testing of MT models for retail customers worldwide

Basic Qualifications
BA/BS in Linguistics, Computer Science, Computational Linguistics, Language Technologies
Experience with Machine Translation, Machine Learning, NLP, and/or corpus analysis
Scripting abilities in a language like Python
Excellent analytical, troubleshooting and problem-solving skills
Preferred Qualifications
Good written and spoken communication skills
Experience using tools and systems for standard MT and NLP tasks, such as language modeling, named entity recognition, syntactic parsing, etc.
Formal or informal knowledge of linguistics and/or foreign languages
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


Company - Amazon.com Services LLC

Job ID: A2063783"
Microsoft,Senior Data & Applied Scientist,"Alexandria, VA","Senior Data & Applied Scientist, Microsoft, Alexandria, VA, Hide job, You have a preferred skill badge, Promoted, 8 applicants","Do you want to be on the leading edge of using big data and help drive development decisions for the biggest productivity software on the planet? Office Experience Organization (office core apps like Word, Excel, PowerPoint, Planner, Forms and more) has embarked on a mission to delight our customers by using data driven engineering to develop compelling products and services. Office is looking for an experienced Data Scientist with a passion for measuring the impact of AI features across the Office product suite. This Data Scientist will leverage petabytes of data, economic and statistical modeling, and experimentation to quantify user engagement, satisfaction, and growth of AI Services.



The role involves working with application teams (like Word, Excel, PowerPoint, Project, Planner, OneNote, Teams, and Outlook), other data scientists, data engineers and program managers to continuously improve our understanding of AI feature usage, retention, and user satisfaction.

We are looking for a strong Data Scientist with a proven track record in data driven decision making. Ideal candidates should be able to identify a business or engineering problem and translate it to a data science problem, dig out sources of data, conduct the analysis and modeling, including solving complex machine learning problems that drive our strategic thinking and product development. They should also be able to work with the PMs and the engineering teams to operationalize the solutions.

Responsibilities

Core Skills:
Identifies data sources, integrates multiple sources, or types of data, and applies expertise within a data source to develop methods to compensate for limitations and extend the applicability of the data.
Applies (or develops if necessary) tools and pipelines to efficiently collect, clean, and prepare massive volumes of data for analysis.
Transforms formulated problems into implementation plans for experiments by applying (and creating when necessary) the appropriate methods, algorithms, and tools, and statistically validating the results against biases and errors.
Interprets results and develops insights into formulated problems within the business/customer context and provides guidance on risks and limitations.
Presents findings to product and engineering leadership and incorporates feedback on the analyses.
Acquires and uses broad knowledge of innovative methods, algorithms, and tools from within Microsoft and from the scientific literature and applies his or her own analysis of scalability and applicability to the formulated problem.
Validates, monitors, and drives continuous improvement to methods, and proposes enhancements to data sources that improve usability and results.
Works collaboratively with PMs to translate the business needs into metrics and then works with data engineering to implement these metrics including identifying and obtaining the necessary data.
Qualifications

Requirements:
4+ years of applying statistical modeling, ML or data mining algorithms to real world problems.
Expert in one or more statistical software like R, SAS, etc.
Expert in one or more scripting languages like Python, Scala, or SQL
Solid foundation of statistical modeling and machine learning algorithms and experimental design
Deep understanding of big data systems including map reduce technologies like Hadoop and Spark. (Spark Preferred)
B.S. and/or M.S. (Ph.D. Preferred) in Computer Science, Statistics, Operations Research, or similar quantitative field.
Preferred Skills
Experience writing Scala packages
Experience contributing to open-source projects
2 + years working with Spark
Experience with Kubernetes
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work."
Zoom,"Senior Machine Learning Engineer, Search and Discovery","Wisconsin, United States","Senior Machine Learning Engineer, Search and Discovery, Zoom, Wisconsin, United States, Remote, Hide job, 1 connection works here, Promoted, 3 applicants","Work Styles at Zoom

In most cases, you will have the opportunity to choose your preferred working location from the following options when you join Zoom: in-person, hybrid or remote. Visit this page for more information about Zoom's Workstyles.

About Us

Zoomies help people stay connected so they can get more done together. We set out to build the best video product for the enterprise, and today help people communicate better with products like Zoom Contact Center, Zoom Phone, Zoom Events, Zoom Apps, Zoom Rooms, and Zoom Webinar.

We’re problem-solvers, working at a fast pace to design solutions with our customers and users in mind. Here, you’ll work across teams to deliver impactful projects that are changing the way people communicate and enjoy opportunities to advance your career in a diverse, inclusive environment.

Zoom helps people stay connected so they can get more done together. From meetings, chat, phone, and webinars to conference room systems and online events, Zoom powers all your communication needs. Our secure, reliable video platform offers a high-quality experience that is easy to manage, use, and customize.

Our Search and Discovery team makes it easy for users to navigate and discover relevant information easily in Zoom’s platform to promote efficient collaboration in the working environment.

We are looking for aspiring and ambitious machine learning engineers who can thrive in a fast-paced agile environment and work cross functionally across teams in the company. Our team is developing the next generation of communication technology that redefines the industry. This position involves working with large amount of data and building machine learning models into production with high user privacy guarantees in place.

As a Senior Machine Learning Engineer on the Search and Discovery team, you will:
Design, develop and build machine learning models for a world-class information search and discovery platform serving all zoom users
Utilize instrumentation and experimentation techniques to predict, measure and optimize user’s search and discovery experience
Work with massive data and build pipelines to process data at scale
Productize cutting-edge machine learning technologies to scalable and reliable services
Produce bullet-proof code that is robust, efficient and maintainable using the language you master
Coach and mentor junior engineers on the team
Requirements
MS or PhD degree in Machine Learning, Statistics, Computer Science or other Quantitative fields
3+ years relevant experience in Algorithms, Machine Learning, Artificial Intelligence, Distributed Systems, Data Science and Statistics
Deep technical knowledge and expertise in at least two of the following fields: supervised and unsupervised machine learning, recommender system, language model and graph learning
Proven track records in the field of Machine Learning & Algorithms to ship machine learning algorithms into high-quality products and services
Experience in working with massive datasets, and building machine learning and data pipelines with high engineering standards (e.g., scalability, reliability and maintainability)
Experience in cross functional communications in a dynamic and highly collaborative environment
Experience in software development using a general-purpose programming language (eg Python, Java, C/C++ etc)
We believe that the unique contributions of all Zoomies is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. Zoom is proud to be an equal opportunity workplace and is an affirmative action employer. All your information will be kept confidential according to EEO guidelines.

We welcome people of different backgrounds, experiences, abilities and perspectives including qualified applicants with arrest and conviction records and any qualified applicants requiring reasonable accommodations in accordance with the law. If you need any assistance or accommodations due to a medical condition, or if you need assistance accessing our website or completing the application process, please let us know by emailing us at careers@zoom.us.

Zoom requires all U.S. employees who will work in person at a Zoom office, attend in-person Zoom meetings or have in-person customer meetings to be fully vaccinated. Zoom will consider requests for reasonable accommodations for religious or medical reasons as required under applicable law.

At Zoom, we care about our employees, their families, and their well-being. As part of our award-winning workplace culture and commitment to delivering happiness, our benefits program offers a variety of perks, benefits, and options to help employees maintain their physical, mental, emotional, and financial health; support work-life balance; and contribute to their community in meaningful ways. To view our benefits, click here.

Explore Zoom
Hear from our leadership team
Browse Awards and Employee Reviews on Comparably
Visit our Blog
Zoom with us!
Find us on social at the links below and on Instagram
View more jobs, sign up for job alerts and join our talent community. Visit the Zoom careers site."
Apple,"AI/ML - Machine Learning Engineer (TTS), Siri and Language Technologies","Seattle, WA","AI/ML - Machine Learning Engineer (TTS), Siri and Language Technologies, Apple, Seattle, WA, $120K/yr - $158K/yr (LinkedIn est.), Hide job, 9 connections work here, 7 hours ago, Within the past 24 hours","Summary

Play a part in the next revolution in human-computer interaction on all of Apple’s Platforms; iOS, watchOS, macOS, and tvOS. Contribute to a product that is redefining mobile computing, and work with the people who built the intelligent assistant that helps millions of people get things done—just by asking. Join the Siri Text-to-Speech team at Apple.


The Siri Text-to-Speech team is looking for outstanding Software Engineers passionate about machine learning, and unlocking the full potential of these techniques, by building a framework for efficient experimentation and reliable delivery of production models.

Key Qualifications

At least 4 years experience in software development and machine learning

Strong skills in software design, coding, and unit testing

Experience with training machine learning models

Extensive experience in Python

Proficiency with TensorFlow, PyTorch

Outstanding communication skills

Experience in machine learning for NLP, machine translation or speech preferred

Description

We are looking for a talented software engineer who is passionate about machine learning, and excited to deliver software and services used by millions of people every day. Our software engineers are creative, inspired, innovative, energetic, self-motivated people who love making and shipping products. Are you one of us?


You will be responsible for understanding the needs of the modeling teams, and creating robust scripts and systems that meet those needs. This includes features like distributing training across multiple GPUs, automating hyper-parameter exploration, simplifying optimization, and facilitating testing.


To succeed in this role, you must be a strong programmer and a creative problem solver who thrives in a fast-paced environment, working across teams and organizations. You enjoy learning new things and creating life-changing applications.

Education & Experience

Masters in Computer Science or related field, or equivalent experience

Role Number: 200337614"
